method,dataset,dataset_version,pretrained,train,epochs,Car_3d/moderate_R40,Pedestrian_3d/moderate_R40,Cyclist_3d/moderate_R40
pv_rcnn_8369,KITTIDataset,"17,1,18,41,19,27,8,13,9,48,31,58,2,45,44,23",True,False,80,79.75858486049347,44.092551065478034,60.88336324057199
pv_rcnn_8369,KITTIDataset,"45,28,39,47,60,32,27,46,12,0,40,1,38,6,15,30",True,False,80,76.40153742313755,28.293701157639855,45.2738817137859
pv_rcnn_8369,KITTIDataset,"15,2,1,59,7,61,43,3,34,35,29,13,39,53,38,20",True,False,80,79.96812801555564,46.58817969777971,60.6380272069342
pv_rcnn_8369,KITTIDataset,"22,7,1,39,13,17,57,0,2,10,32,27,28,9,49,33",True,False,80,82.20515061587366,47.338745854116404,59.571529341617214
pv_rcnn_8369,KITTIDataset,"40,30,24,28,23,60,53,14,0,31,27,44,59,10,62,37",True,False,80,80.00199078033029,46.11999991564055,64.60082418194901
pv_rcnn_8369,KITTIDataset,"28,22,29,53,2,50,58,39,45,16,41,61,7,19,56,26,55,4",True,False,80,73.71194285907825,39.486178318637954,50.29168972064202
pv_rcnn_8369,KITTIDataset,"41,60,32,21,40,62,49,51,16,17,15,57,36,2,23,3,37,1",True,False,80,79.62105489175465,41.81742818961947,57.4039338990888
pv_rcnn_8369,KITTIDataset,"43,41,16,10,33,46,48,30,34,40,12,14,0,54,37,51,26,21",True,False,80,76.8499980580458,37.702664430433934,54.093457676091184
pv_rcnn_8369,KITTIDataset,"2,33,49,48,32,18,14,50,55,63,53,51,45,62,37,31,12,57",True,False,80,67.8590870155856,31.40190045519186,39.0203522694645
pv_rcnn_8369,KITTIDataset,"49,29,28,34,5,16,59,36,56,37,54,27,41,19,55,57,60,42",True,False,80,67.18707045982913,34.18917663669115,42.70822628414595
pv_rcnn_8369,KITTIDataset,"2,40,63,44,13,12,8,4,22,3,31,60,25,19,33,26,16,14",True,False,80,82.37455161831907,49.93426904528001,68.08435645781307
pv_rcnn_8369,KITTIDataset,"53,48,33,28,21,18,20,5,10,32,38,41,6,17,30,31,45,23",True,False,80,79.27548778994341,41.812913221670705,59.29392318083397
pv_rcnn_8369,KITTIDataset,"38,59,1,15,28,20,57,62,45,32,48,36,24,34,19,50,25,35",True,False,80,79.50086560560254,41.07593715113319,52.69464389695281
pv_rcnn_8369,KITTIDataset,"17,19,46,6,59,35,16,8,31,9,13,56,29,39,62,40,43,33",True,False,80,79.71295654909693,43.5371073315066,55.82298803892628
pv_rcnn_8369,KITTIDataset,"10,41,1,36,42,51,48,21,47,29,50,30,8,40,52,25,46,27",True,False,80,65.25432025025692,18.854771372094355,35.782304936657766
pv_rcnn_8369,KITTIDataset,"0,60,62,52,28,30,5,53,3,7,48,59,23,29,20,50,55,47,18,38",True,False,80,73.27261194216042,35.14202910143121,47.37659077126759
pv_rcnn_8369,KITTIDataset,"34,25,10,36,49,54,12,61,60,22,46,32,17,42,18,41,55,58,39,8",True,False,80,73.98614850019523,37.418026118188294,44.65472582132316
pv_rcnn_8369,KITTIDataset,"18,29,16,54,32,10,6,50,55,19,51,60,56,37,28,36,63,25,45,35",True,False,80,66.49621409328269,30.558355068082548,40.44006717116748
pv_rcnn_8369,KITTIDataset,"16,20,51,54,8,37,4,24,45,49,31,60,33,46,17,47,13,0,34,7",True,False,80,75.5432884865841,34.32176279568224,47.79158717053109
pv_rcnn_8369,KITTIDataset,"13,28,27,52,19,41,54,45,14,46,34,37,51,26,8,47,53,12,59,1",True,False,80,63.52458774815608,24.16402500969591,35.51765696525134
pv_rcnn_8369,KITTIDataset,"25,55,59,30,31,56,24,51,10,53,3,33,16,43,6,46,63,5,62,0",True,False,80,73.60443888889898,41.730585489526526,50.724387542768845
pv_rcnn_8369,KITTIDataset,"31,43,42,29,36,57,45,59,53,18,38,61,44,50,22,54,5,33,6,20",True,False,80,70.28922795630696,28.902273888129603,27.686988034804607
pv_rcnn_8369,KITTIDataset,"36,43,41,59,50,19,33,1,11,57,62,32,12,29,24,52,15,60,3,46",True,False,80,79.59646143759788,43.46059700678898,54.46167959774474
