method,dataset,dataset_version,pretrained,train,epochs,car_AP@0.5,truck_AP@0.5,bus_AP@0.5,trailer_AP@0.5,construction_vehicle_AP@0.5,pedestrian_AP@0.5,motorcycle_AP@0.5,bicycle_AP@0.5,traffic_cone_AP@0.5,barrier_AP@0.5
VoxelNeXt,NuScenesDataset,"2,4,5,6,8,9,10,12,14,15,16,18,19,20,22,24,25,26,28,30",True,False,10,39.22,15.09,21.01,1.17,0.0,41.51,12.4,7.28,28.96,26.58
